"Table 3.  Energy Prices by Sector and Source"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=3-AEO2022&region=1-3&cases=ref2022~highmacro~lowmacro~highprice~lowprice~highogs~lowogs~hirencst~lorencst~ng_iif_final&start=2020&end=2050&f=A&linechart=ref2022-d011222a.3-3-AEO2022.1-3~highmacro-d011622a.3-3-AEO2022.1-3~lowmacro-d011222a.3-3-AEO2022.1-3~highprice-d011222a.3-3-AEO2022.1-3~lowprice-d011222a.3-3-AEO2022.1-3~highogs-d011222a.3-3-AEO2022.1-3~lowogs-d011222a.3-3-AEO2022.1-3~hirencst-d011322a.3-3-AEO2022.1-3~lorencst-d011222a.3-3-AEO2022.1-3~ng_iif_final-d011322a.3-3-AEO2022.1-3~ref2022-d011222a.4-3-AEO2022.1-3~highmacro-d011622a.4-3-AEO2022.1-3~lowmacro-d011222a.4-3-AEO2022.1-3~highprice-d011222a.4-3-AEO2022.1-3~lowprice-d011222a.4-3-AEO2022.1-3~highogs-d011222a.4-3-AEO2022.1-3~lowogs-d011222a.4-3-AEO2022.1-3~hirencst-d011322a.4-3-AEO2022.1-3~lorencst-d011222a.4-3-AEO2022.1-3~ng_iif_final-d011322a.4-3-AEO2022.1-3~ref2022-d011222a.5-3-AEO2022.1-3~highmacro-d011622a.5-3-AEO2022.1-3~lowmacro-d011222a.5-3-AEO2022.1-3~highprice-d011222a.5-3-AEO2022.1-3~lowprice-d011222a.5-3-AEO2022.1-3~highogs-d011222a.5-3-AEO2022.1-3~lowogs-d011222a.5-3-AEO2022.1-3~hirencst-d011322a.5-3-AEO2022.1-3~lorencst-d011222a.5-3-AEO2022.1-3~ng_iif_final-d011322a.5-3-AEO2022.1-3~ref2022-d011222a.6-3-AEO2022.1-3~highmacro-d011622a.6-3-AEO2022.1-3~lowmacro-d011222a.6-3-AEO2022.1-3~highprice-d011222a.6-3-AEO2022.1-3~lowprice-d011222a.6-3-AEO2022.1-3~highogs-d011222a.6-3-AEO2022.1-3~lowogs-d011222a.6-3-AEO2022.1-3~hirencst-d011322a.6-3-AEO2022.1-3~lorencst-d011222a.6-3-AEO2022.1-3~ng_iif_final-d011322a.6-3-AEO2022.1-3&map=highmacro-d011622a.3-3-AEO2022.1-3&sourcekey=0"
"Tue Apr 26 2022 15:21:48 GMT-0500 (Central Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2021-2050)"
High renewables cost,"Energy Expenditures: Renewable Transportation": High renewables cost,3-AEO2022.64.hirencst-d011322a,"billion 2021 $",,0.172888,0.193124,0.207359,0.203174,0.198271,0.194866,0.191026,0.185606,0.180702,0.176898,0.171743,0.165913,0.161347,0.154284,0.148059,0.150071,0.148592,0.146806,0.14695,0.148256,0.148858,0.150173,0.152435,0.154269,0.156442,0.158918,0.161008,0.161985,0.164904,0.167057,"-0.1%"
Low renewables cost,"Energy Expenditures: Renewable Transportation": Low renewables cost,3-AEO2022.64.lorencst-d011222a,"billion 2021 $",,0.212263,0.252036,0.20619,0.202079,0.196891,0.193576,0.189228,0.184471,0.179282,0.175602,0.170185,0.164663,0.160271,0.154657,0.150804,0.148913,0.147656,0.146177,0.146088,0.147325,0.148213,0.149135,0.151075,0.153484,0.155396,0.157713,0.159677,0.161276,0.163176,0.16493,"-0.9%"
No Interstate Pipeline Builds,"Energy Expenditures: Renewable Transportation": No Interstate Pipeline Builds,3-AEO2022.64.ng_iif_final-d011322a,"billion 2021 $",,0.212325,0.218722,0.205989,0.202328,0.196969,0.193884,0.189321,0.184551,0.179485,0.175815,0.170278,0.164895,0.160383,0.154866,0.150848,0.148914,0.147481,0.146413,0.146113,0.14748,0.148371,0.149089,0.151277,0.153733,0.155581,0.157831,0.159672,0.16202,0.163427,0.165315,"-0.9%"
Total Expenditures,"Energy Expenditures",3-AEO2022.65.,"billion 2021 $",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Expenditures": AEO2022 Reference case,3-AEO2022.65.ref2022-d011222a,"billion 2021 $",,177.755402,176.884537,168.185318,166.715622,164.956879,164.548523,164.650223,165.504181,166.020569,167.80957,168.73703,169.233459,169.615005,169.551483,169.341278,169.612396,170.230637,171.044724,171.147552,172.255096,173.039825,173.363846,174.390686,175.333557,175.877701,177.072998,177.616425,177.72197,178.119095,178.550095,"0.0%"
High economic growth,"Energy Expenditures": High economic growth,3-AEO2022.65.highmacro-d011622a,"billion 2021 $",,177.347824,176.577286,169.371719,170.035645,169.912766,170.116516,171.56369,172.227081,173.568939,175.771713,176.88739,179.127213,179.675583,180.290848,180.95195,181.619446,183.500183,184.789291,185.736298,186.996658,189.199005,191.189285,193.518082,194.782425,196.385681,198.227173,199.360001,200.606125,202.660889,204.318573,"0.5%"
Low economic growth,"Energy Expenditures": Low economic growth,3-AEO2022.65.lowmacro-d011222a,"billion 2021 $",,178.007568,174.925385,164.460266,162.415405,160.332764,159.188675,158.376328,158.548523,159.00238,159.37175,159.246124,160.11261,160.132904,159.665939,158.389297,157.264099,157.089508,157.174759,156.757629,157.800705,158.489929,158.902008,159.440811,159.844131,159.937851,160.725937,160.777359,160.737183,161.253601,161.007767,"-0.3%"
High oil price,"Energy Expenditures": High oil price,3-AEO2022.65.highprice-d011222a,"billion 2021 $",,178.27774,207.976974,209.730667,212.110947,211.610748,213.251999,213.437073,213.816315,215.14621,215.191589,214.316727,214.465027,213.240616,213.189667,213.223679,212.879364,213.268051,212.41275,212.977142,213.292694,213.227173,214.38266,215.0923,215.415253,217.122055,217.93988,219.527267,220.599731,221.78743,223.488678,"0.8%"
Low oil price,"Energy Expenditures": Low oil price,3-AEO2022.65.lowprice-d011222a,"billion 2021 $",,177.28746,153.452545,150.1716,147.44577,145.905945,144.247284,142.481522,143.404205,143.656097,143.905655,144.70372,145.309891,146.016251,146.364792,147.237152,147.797516,148.180969,148.265884,147.941483,147.855972,147.893082,148.10791,148.307877,149.111115,149.534256,149.903549,150.434998,150.981812,151.510376,152.614532,"-0.5%"
High oil and gas supply,"Energy Expenditures": High oil and gas supply,3-AEO2022.65.highogs-d011222a,"billion 2021 $",,177.737778,174.734467,164.283752,161.205765,159.566956,159.460999,159.237442,159.374466,159.79863,160.14415,160.224014,160.279343,160.379913,159.748184,159.322311,159.025024,158.934097,159.392609,159.631989,161.14122,161.935486,162.266693,163.289673,164.116608,164.825012,166.159912,166.399063,167.226807,168.649841,170.29039,"-0.1%"
Low oil and gas supply,"Energy Expenditures": Low oil and gas supply,3-AEO2022.65.lowogs-d011222a,"billion 2021 $",,178.221359,178.539566,169.550613,172.510178,171.649033,171.861237,172.995239,175.159515,179.642181,181.722137,183.520279,185.823059,188.141632,189.475006,189.873825,191.348999,192.147842,193.065323,194.038574,193.362854,193.309357,193.976944,194.76683,195.878708,197.510788,197.740952,198.014328,197.530624,198.451767,199.661804,"0.4%"
High renewables cost,"Energy Expenditures": High renewables cost,3-AEO2022.65.hirencst-d011322a,"billion 2021 $",,177.749146,175.725418,166.934097,165.850021,164.334381,164.128677,164.589508,165.337097,166.487976,167.688293,168.516037,169.53952,169.716599,169.969284,170.462143,170.603958,171.136719,171.91716,171.996063,172.742325,173.513824,174.225266,175.15126,176.277863,177.028275,178.176346,178.879868,179.304855,179.412888,180.018066,"0.0%"
Low renewables cost,"Energy Expenditures": Low renewables cost,3-AEO2022.65.lorencst-d011222a,"billion 2021 $",,177.780655,176.208389,167.783768,166.417038,164.655869,164.227127,163.975647,165.005692,165.99118,167.301697,167.950821,168.222519,168.550354,168.401016,168.401382,168.381577,168.913376,169.516388,169.614182,170.355637,171.102554,171.235229,172.185455,172.967346,173.555206,174.481613,174.845184,174.782578,174.908722,174.878189,"-0.1%"
No Interstate Pipeline Builds,"Energy Expenditures": No Interstate Pipeline Builds,3-AEO2022.65.ng_iif_final-d011322a,"billion 2021 $",,177.754669,177.260986,168.422821,166.976929,164.877792,164.838867,164.955643,165.62294,166.979706,168.33786,169.270203,170.187042,170.512314,170.586395,170.976471,171.321182,171.937683,172.911453,173.196808,174.451218,175.468842,176.019211,177.245514,178.605118,179.491501,180.718414,181.281235,181.837708,182.109406,182.622894,"0.1%"
Prices in Nominal Dollars,,3-AEO2022.68.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residential,,3-AEO2022.69.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propane,"Energy Prices: Nominal: Residential: Propane",3-AEO2022.70.,"nom $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Nominal: Residential: Propane": AEO2022 Reference case,3-AEO2022.70.ref2022-d011222a,"nom $/MMBtu",,19.182211,21.241817,21.431303,21.959682,22.425606,23.060696,23.96825,25.120186,26.263653,27.438522,28.625559,29.769653,30.912277,31.987007,32.992775,34.01218,35.087296,36.191677,37.23671,38.485928,39.718567,40.822357,42.054005,43.38261,44.579655,45.831013,47.069382,48.283772,49.436188,50.564468,"3.4%"
High economic growth,"Energy Prices: Nominal: Residential: Propane": High economic growth,3-AEO2022.70.highmacro-d011622a,"nom $/MMBtu",,19.136848,21.076332,21.160772,21.654196,22.154528,22.78307,23.683434,24.743786,25.847715,26.993681,28.106081,29.286137,30.319904,31.258497,32.10857,32.922699,33.795067,34.619759,35.467117,36.431358,37.4902,38.58622,39.751812,40.838337,41.830215,42.917366,43.859623,44.816727,45.892124,46.999886,"3.1%"
Low economic growth,"Energy Prices: Nominal: Residential: Propane": Low economic growth,3-AEO2022.70.lowmacro-d011222a,"nom $/MMBtu",,19.212934,21.363941,21.650574,22.294922,22.936464,23.76627,24.855467,26.22718,27.737013,29.241732,30.79611,32.344181,33.976032,35.526348,36.976307,38.407898,40.019276,41.748589,43.443687,45.406361,47.466549,49.584351,51.925659,54.288666,56.366707,58.203941,59.962143,61.799599,63.769073,65.678284,"4.3%"
High oil price,"Energy Prices: Nominal: Residential: Propane": High oil price,3-AEO2022.70.highprice-d011222a,"nom $/MMBtu",,19.182211,24.196915,27.763968,30.440226,32.574467,34.502769,36.606197,39.004631,41.550781,44.108585,46.670135,49.231152,51.726913,54.094799,56.614166,59.180691,61.906223,64.820709,67.833061,71.09362,74.087357,77.042915,79.873421,82.497032,85.293495,87.974411,90.849625,93.686943,96.647484,99.669403,"5.8%"
Low oil price,"Energy Prices: Nominal: Residential: Propane": Low oil price,3-AEO2022.70.lowprice-d011222a,"nom $/MMBtu",,19.182211,16.92308,15.768707,15.516332,15.629116,15.913055,16.220053,16.80266,17.387459,17.984377,18.6082,19.242126,19.910473,20.564487,21.325108,22.052832,22.730265,23.313828,23.863031,24.326982,24.787428,25.276854,25.750061,26.373547,26.993731,27.601696,28.195684,28.822151,29.445581,30.194145,"1.6%"
High oil and gas supply,"Energy Prices: Nominal: Residential: Propane": High oil and gas supply,3-AEO2022.70.highogs-d011222a,"nom $/MMBtu",,19.182211,20.962358,20.691338,20.567278,20.547571,20.757719,21.198421,21.893288,22.760891,23.648651,24.543758,25.605694,26.745533,27.737577,28.594658,29.44121,30.382246,31.410894,32.343277,33.485416,34.509876,35.464836,36.393394,37.279774,38.137554,38.958103,39.652325,40.30164,41.106285,41.868931,"2.7%"
Low oil and gas supply,"Energy Prices: Nominal: Residential: Propane": Low oil and gas supply,3-AEO2022.70.lowogs-d011222a,"nom $/MMBtu",,19.182211,21.688206,22.460573,23.877581,25.299221,26.732924,28.19619,29.754271,31.757662,33.59848,35.368443,37.06012,38.65588,40.155727,41.442005,42.880604,44.228523,45.642605,47.104488,48.395206,49.592903,50.748005,52.091892,53.713024,55.502583,57.258423,58.987076,60.644745,62.426815,64.136208,"4.2%"
High renewables cost,"Energy Prices: Nominal: Residential: Propane": High renewables cost,3-AEO2022.70.hirencst-d011322a,"nom $/MMBtu",,19.182211,21.256536,21.434383,22.005045,22.550276,23.240942,24.189722,25.354555,26.580042,27.763962,28.956629,30.215563,31.414465,32.558681,33.594719,34.652058,35.71027,36.791893,37.844494,39.100822,40.276283,41.385288,42.628117,43.979603,45.274872,46.651676,47.986305,49.224365,50.423344,51.621639,"3.5%"
Low renewables cost,"Energy Prices: Nominal: Residential: Propane": Low renewables cost,3-AEO2022.70.lorencst-d011222a,"nom $/MMBtu",,19.182211,21.226702,21.419596,21.939589,22.413227,23.042778,23.903488,25.059723,26.228161,27.375587,28.48246,29.536827,30.630388,31.708868,32.718983,33.708958,34.771099,35.867973,36.898785,38.149845,39.445637,40.61079,41.78598,42.969967,44.05925,45.189346,46.336967,47.485928,48.540878,49.622005,"3.3%"
No Interstate Pipeline Builds,"Energy Prices: Nominal: Residential: Propane": No Interstate Pipeline Builds,3-AEO2022.70.ng_iif_final-d011322a,"nom $/MMBtu",,19.182211,21.242279,21.412502,21.91135,22.360815,23.005608,23.929268,25.074871,26.276167,27.480854,28.689865,29.9161,31.056213,32.132095,33.160694,34.186821,35.276905,36.421993,37.428871,38.652229,39.943134,41.197411,42.499065,43.892841,45.251072,46.694633,48.080601,49.373875,50.648632,51.89962,"3.5%"
Distillate Fuel Oil,"Energy Prices: Nominal: Residential: Distillate Fuel Oil",3-AEO2022.71.,"nom $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Nominal: Residential: Distillate Fuel Oil": AEO2022 Reference case,3-AEO2022.71.ref2022-d011222a,"nom $/MMBtu",,17.199303,17.296568,16.260248,17.469685,17.613876,17.896624,18.315701,19.046282,19.667164,20.119183,20.963539,21.631102,22.241705,22.852539,23.501572,24.258837,25.11665,25.875687,26.550962,27.518764,28.305828,28.977253,30.022631,31.158226,32.036442,33.161251,33.952477,34.583824,35.368263,36.045216,"2.6%"
High economic growth,"Energy Prices: Nominal: Residential: Distillate Fuel Oil": High economic growth,3-AEO2022.71.highmacro-d011622a,"nom $/MMBtu",,17.15863,17.115725,15.80962,17.093777,17.260336,17.556389,18.113773,18.663052,19.205784,19.870337,20.519363,21.265623,21.728937,22.276371,22.916042,23.397757,24.249447,24.884272,25.490368,26.061047,26.9872,27.739645,28.715326,29.32091,29.983248,30.819366,31.392183,31.981495,32.854343,33.515949,"2.3%"
Low economic growth,"Energy Prices: Nominal: Residential: Distillate Fuel Oil": Low economic growth,3-AEO2022.71.lowmacro-d011222a,"nom $/MMBtu",,17.226851,17.4606,16.2479,17.505487,17.859186,18.279594,18.885639,19.72665,20.548954,21.265108,22.238081,23.220648,24.090107,24.901087,25.749498,26.664919,27.861441,29.022554,30.014107,31.576069,32.991646,34.280716,35.959915,37.693165,39.051105,40.802719,42.107365,43.308426,44.902874,45.912548,"3.4%"
High oil price,"Energy Prices: Nominal: Residential: Distillate Fuel Oil": High oil price,3-AEO2022.71.highprice-d011222a,"nom $/MMBtu",,17.199303,26.088488,28.143219,29.975521,31.108036,32.504738,33.71471,35.319702,36.916149,38.134384,38.981693,40.537514,42.157398,44.271526,46.478409,49.164375,51.795593,53.532921,56.083347,58.358639,60.348591,62.955936,65.363014,67.564827,70.306259,72.672417,75.431915,78.190247,80.831245,83.71434,"5.6%"
Low oil price,"Energy Prices: Nominal: Residential: Distillate Fuel Oil": Low oil price,3-AEO2022.71.lowprice-d011222a,"nom $/MMBtu",,17.199303,10.88556,10.766648,10.974895,11.072658,11.005917,10.733173,11.26141,11.559209,11.927633,12.234291,12.581737,12.997952,13.235335,13.830967,14.185676,14.508849,14.699116,15.01301,15.209559,15.449135,15.716095,15.98151,16.462883,16.802963,17.187277,17.522141,17.944168,18.236364,18.894035,"0.3%"
High oil and gas supply,"Energy Prices: Nominal: Residential: Distillate Fuel Oil": High oil and gas supply,3-AEO2022.71.highogs-d011222a,"nom $/MMBtu",,17.199303,17.291874,15.816815,16.469854,16.57168,16.810326,17.279785,17.969805,18.558342,19.040094,19.631454,20.280369,20.812325,21.178261,21.704863,22.199368,22.752851,23.498514,24.019449,25.12781,25.93465,26.531433,27.555677,28.362806,29.047655,30.084557,30.438408,31.120659,32.107533,32.824905,"2.3%"
Low oil and gas supply,"Energy Prices: Nominal: Residential: Distillate Fuel Oil": Low oil and gas supply,3-AEO2022.71.lowogs-d011222a,"nom $/MMBtu",,17.199303,17.305923,16.23863,17.845493,18.375484,18.814415,19.372862,20.389118,21.929958,22.687748,23.54863,24.350281,25.083691,25.71796,26.24151,26.932474,27.781189,28.418011,29.12932,29.281431,29.866026,30.62554,31.724243,32.731716,34.045124,35.0121,35.937996,36.490562,37.426521,38.440746,"2.8%"
High renewables cost,"Energy Prices: Nominal: Residential: Distillate Fuel Oil": High renewables cost,3-AEO2022.71.hirencst-d011322a,"nom $/MMBtu",,17.199303,17.296568,16.106348,17.346144,17.537174,17.773272,18.233725,18.894899,19.481602,19.978582,20.776768,21.547798,22.04488,22.705751,23.375908,24.155279,24.95373,25.722479,26.365047,27.220741,28.030369,28.753677,29.749302,30.774879,31.671379,32.75666,33.535187,34.132801,34.839626,35.580185,"2.5%"
Low renewables cost,"Energy Prices: Nominal: Residential: Distillate Fuel Oil": Low renewables cost,3-AEO2022.71.lorencst-d011222a,"nom $/MMBtu",,17.199303,17.295912,16.262793,17.452103,17.633961,17.905458,18.31949,19.059963,19.654156,20.162708,21.008888,21.616669,22.224161,22.860884,23.506989,24.285234,25.158972,25.887249,26.545204,27.545561,28.407007,29.112032,30.056126,31.187616,32.094193,33.200363,33.968155,34.623623,35.385269,36.085453,"2.6%"
No Interstate Pipeline Builds,"Energy Prices: Nominal: Residential: Distillate Fuel Oil": No Interstate Pipeline Builds,3-AEO2022.71.ng_iif_final-d011322a,"nom $/MMBtu",,17.199303,17.29678,16.274681,17.460878,17.629568,17.904654,18.327196,19.057295,19.649799,20.14241,20.98735,21.667616,22.263964,22.909159,23.507183,24.24877,25.121904,25.888006,26.542459,27.461435,28.371454,29.013586,29.984224,31.120182,31.98856,33.094925,33.909428,34.544289,35.303238,35.974072,"2.6%"
Natural Gas,"Energy Prices: Nominal: Residential: Natural Gas",3-AEO2022.72.,"nom $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Nominal: Residential: Natural Gas": AEO2022 Reference case,3-AEO2022.72.ref2022-d011222a,"nom $/MMBtu",,9.788699,10.510267,9.370037,9.213271,9.237875,9.440829,9.766665,10.196557,10.708601,11.059586,11.452724,11.758878,12.166997,12.452027,12.676064,12.972927,13.318138,13.653408,13.997656,14.34955,14.723172,15.068899,15.437715,15.746858,16.110415,16.496635,16.887974,17.290548,17.728758,18.174013,"2.2%"
High economic growth,"Energy Prices: Nominal: Residential: Natural Gas": High economic growth,3-AEO2022.72.highmacro-d011622a,"nom $/MMBtu",,9.765551,10.410479,9.24423,9.068563,9.09425,9.255907,9.540853,9.923796,10.334992,10.634659,10.945962,11.279154,11.612224,11.871942,12.04542,12.24624,12.49789,12.751966,12.996423,13.24997,13.530598,13.811933,14.111998,14.388569,14.699615,15.000153,15.272854,15.523617,15.882228,16.241478,"1.8%"
Low economic growth,"Energy Prices: Nominal: Residential: Natural Gas": Low economic growth,3-AEO2022.72.lowmacro-d011222a,"nom $/MMBtu",,9.804378,10.643594,9.54499,9.442129,9.498514,9.763449,10.147765,10.736147,11.361144,11.924719,12.477277,12.919933,13.53371,14.05907,14.465913,14.902996,15.478499,16.066238,16.680216,17.311975,18.046967,18.710932,19.30143,19.892168,20.494036,21.172293,21.891809,22.641441,23.478182,24.315786,"3.2%"
High oil price,"Energy Prices: Nominal: Residential: Natural Gas": High oil price,3-AEO2022.72.highprice-d011222a,"nom $/MMBtu",,9.788699,10.590428,9.244314,9.126294,9.276069,9.516097,9.93925,10.477473,11.137507,11.710555,12.303049,12.890474,13.491135,14.027978,14.530549,15.060129,15.696815,16.382166,17.07139,17.818594,18.571131,19.180607,19.782274,20.349319,20.966223,21.589474,22.2155,22.789413,23.503828,24.187531,"3.2%"
Low oil price,"Energy Prices: Nominal: Residential: Natural Gas": Low oil price,3-AEO2022.72.lowprice-d011222a,"nom $/MMBtu",,9.788699,10.434955,9.454565,9.596835,9.604407,9.694596,9.950236,10.328656,10.697446,10.962687,11.300418,11.594947,11.942435,12.293346,12.586607,12.818013,13.07053,13.307768,13.521317,13.75839,14.069075,14.364881,14.700503,15.074619,15.462692,15.774039,16.126663,16.477692,16.877707,17.304829,"2.0%"
High oil and gas supply,"Energy Prices: Nominal: Residential: Natural Gas": High oil and gas supply,3-AEO2022.72.highogs-d011222a,"nom $/MMBtu",,9.788699,10.257239,8.944598,8.683839,8.639334,8.787519,9.058991,9.478426,9.90429,10.289463,10.656016,10.979556,11.391883,11.727028,12.027259,12.319862,12.65566,12.942075,13.258716,13.554258,13.868992,14.137988,14.438966,14.746701,15.099287,15.449831,15.761456,16.061859,16.424179,16.768612,"1.9%"
Low oil and gas supply,"Energy Prices: Nominal: Residential: Natural Gas": Low oil and gas supply,3-AEO2022.72.lowogs-d011222a,"nom $/MMBtu",,9.788699,11.247273,10.26286,10.472647,10.579635,10.942746,11.319559,11.908798,12.655109,13.133205,13.719703,14.231982,14.767435,15.212285,15.557981,16.025877,16.483727,16.931488,17.433084,17.958212,18.413612,18.789618,19.182259,19.793104,20.386669,21.013081,21.612492,22.210541,22.930033,23.663202,"3.1%"
High renewables cost,"Energy Prices: Nominal: Residential: Natural Gas": High renewables cost,3-AEO2022.72.hirencst-d011322a,"nom $/MMBtu",,9.788699,10.513433,9.371066,9.23136,9.263518,9.47749,9.827241,10.280204,10.766531,11.201142,11.56147,11.920876,12.313899,12.586038,12.836309,13.097963,13.409216,13.72386,14.057131,14.41894,14.747956,15.193977,15.506369,15.909044,16.24789,16.645218,17.069729,17.464458,17.953897,18.386524,"2.2%"
Low renewables cost,"Energy Prices: Nominal: Residential: Natural Gas": Low renewables cost,3-AEO2022.72.lorencst-d011222a,"nom $/MMBtu",,9.788699,10.670197,9.484148,9.297243,9.304711,9.485865,9.755095,10.216431,10.675851,11.01235,11.305511,11.600552,11.989466,12.348663,12.638856,12.883349,13.18554,13.512668,13.857036,14.184632,14.58702,14.943227,15.28101,15.661868,16.067421,16.46032,16.769707,17.148338,17.555666,18.00318,"2.1%"
No Interstate Pipeline Builds,"Energy Prices: Nominal: Residential: Natural Gas": No Interstate Pipeline Builds,3-AEO2022.72.ng_iif_final-d011322a,"nom $/MMBtu",,9.788699,10.639017,9.449503,9.270711,9.30345,9.457634,9.826083,10.259088,10.736063,11.206939,11.611631,11.975015,12.354129,12.720479,13.080382,13.418386,13.744677,14.161553,14.575966,15.004783,15.446776,15.872942,16.302324,16.707966,17.175783,17.621113,18.095621,18.558455,19.086945,19.643272,"2.4%"
Electricity,"Energy Prices: Nominal: Residential: Electricity",3-AEO2022.73.,"nom $/MMBtu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEO2022 Reference case,"Energy Prices: Nominal: Residential: Electricity": AEO2022 Reference case,3-AEO2022.73.ref2022-d011222a,"nom $/MMBtu",,39.783447,40.075489,40.190193,40.073078,40.799374,41.505802,42.409119,43.393147,44.255421,45.85033,46.921749,48.045677,49.016289,49.828209,50.688614,51.561546,52.471802,53.481453,54.530624,55.759689,56.987656,58.198635,59.32029,60.405415,61.613575,62.893913,64.156433,65.482315,66.683525,67.860298,"1.9%"
