OBJECTID,FID_J5ADCCAE55F1F458CB72D43BBA0,FID_JCEC669FB3C1942769A246F54CA,FID_JD5A3B0BAC9964E2A82FC17D52C,FID_JCFB10F4860614B8C9C6755F87E,NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,FIPS,POPULATION,POP_SQMI,POP2010,POP10_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS12,AVE_SIZE12,CROP_ACR12,AVE_SALE12,SQMI,NO_FARMS17,AVE_SIZE17,CROP_ACR17,AVE_SALE17,Shape_Leng,County,Zone,FID_JC691A5DE512F41389BD7E7BF18,price region,Count_,Area in Square Miles,FID_WI_MUNI_UTILITY_BOUNDARIES_,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_COOP_UTILITY_BOUNDARIES_COO,CODE,COLOR,UTIL_LAB,Util_Type,PSC_ID,AREA,PERIMETER,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,PHONE,WEB,DATA_DATE,GIS_DATA,Shape_Leng,LABEL,FID_WI_IOU_UTILITY_BOUNDARIES_W,CITY,CODE,UTIL_LAB,PSC_ID,AREA,PERIMETER,DATA_DATE,GIS_DATA,ADDRESS_1,ADDRESS_2,STATE,ZIP,PHONE,WEB,Shape_Leng,UTIL_TYPE,LABEL
709,7,7,7,3,Barron County,Wisconsin,55,5,55005,46399,52.1,45870,51.5,44076,407,406,223,3,862,236,519,22814,23056,2737,2762,2832,2888,2341,5133,5288,7162,6379,4327,2759,1262,43.1,41.8,44.5,19173,2.36,2442,2869,3535,6551,561,1136,12626,2.85,23614,4441,14126,5047,1322,234,202890,259503,889.76,1200,255,208784,222001,2.0910202,Barron,4,4,3,160,0.00380634,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,3,Radisson,NCP,NORTH CENTRAL POWER COMPANY,4190,743.3667465,177.9540939,1/1/09 0:00, , ,3661 North Clark Street,WI,54867,715-945-2630,https://www.nweco.com,286389.926,Investor-Owned,North Central Power Company
710,7,7,7,3,Barron County,Wisconsin,55,5,55005,46399,52.1,45870,51.5,44076,407,406,223,3,862,236,519,22814,23056,2737,2762,2832,2888,2341,5133,5288,7162,6379,4327,2759,1262,43.1,41.8,44.5,19173,2.36,2442,2869,3535,6551,561,1136,12626,2.85,23614,4441,14126,5047,1322,234,202890,259503,889.76,1200,255,208784,222001,2.0910202,Barron,4,4,3,160,91.82344716,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
711,634,110,110,66,Washburn County,Wisconsin,55,129,55129,16293,19.1,15911,18.7,15343,36,186,63,2,208,49,232,7924,7987,872,860,890,906,581,1468,1731,2583,2640,1919,1022,439,47.6,46.9,48.2,6916,2.27,955,1002,1138,2562,189,341,4544,2.75,12979,6063,5471,1445,405,216,38201,80294,853.32,372,198,34098,81383,2.05374586,Washburn,4,4,3,160,0.03643589,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,19,C-15,83,POLK-BURNETT ELECTRIC COOPERATIVE,Cooperative,4747,1077.572583,889.8446821, ,1001 STH 35,Centuria,WI,54824-9020,715-646-2919,https://www.polkburnett.com,1/9/19 0:00,X,1432069.064,Polk-Burnett Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
712,635,110,110,66,Washburn County,Wisconsin,55,129,55129,16293,19.1,15911,18.7,15343,36,186,63,2,208,49,232,7924,7987,872,860,890,906,581,1468,1731,2583,2640,1919,1022,439,47.6,46.9,48.2,6916,2.27,955,1002,1138,2562,189,341,4544,2.75,12979,6063,5471,1445,405,216,38201,80294,853.32,372,198,34098,81383,2.05374586,Washburn,4,4,3,160,0.03643589,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,24,C-02,83,BARRON ELECTRIC COOPERATIVE,Cooperative,378,1484.802432,286.3906214,PO Box 40,1434 STH 25 N,Barron,WI,54812-0261,800-322-1008,https://www.barronelectric.com,12/21/20 0:00,X,460901.95,Barron Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
713,44,45,45,26,Iron County,Wisconsin,55,51,55051,5691,7.1,5916,7.4,5790,3,36,18,0,35,13,56,2959,2957,213,248,303,315,192,453,636,1024,1030,713,526,263,51,50.6,51.5,2822,2.06,497,470,357,989,83,134,1694,2.6,5999,3177,2271,551,61,167,4859,91961,802.62,49,188,5377,123143,2.58671413,Iron,2,3,2,176,0.00538835,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
714,44,45,45,26,Iron County,Wisconsin,55,51,55051,5691,7.1,5916,7.4,5790,3,36,18,0,35,13,56,2959,2957,213,248,303,315,192,453,636,1024,1030,713,526,263,51,50.6,51.5,2822,2.06,497,470,357,989,83,134,1694,2.6,5999,3177,2271,551,61,167,4859,91961,802.62,49,188,5377,123143,2.58671413,Iron,2,3,2,176,106.5946823,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
715,193,198,60,36,Manitowoc County,Wisconsin,55,71,55071,80493,135.4,81442,136.7,76402,442,450,2050,10,2565,1069,1019,40489,40953,4550,4874,5254,5484,4033,8884,9963,13589,11097,6794,4687,2233,42.9,41.6,44.2,34013,2.36,4706,5198,6752,11491,889,1764,22367,2.91,37189,3176,25642,8371,1224,189,186852,280845,594.62,1171,198,187956,263971,2.57436757,Manitowoc,6,2,1,416,0.00000004,24,M-48,31,NEW HOLSTEIN PUBLIC UTILITY,Municipal,4110,50.4912137,41.21789249, ,2110 Washington Street,New Holstein,WI,53061,920-898-5776,https://www.nhutilities.org/,11/12/12 0:00, ,66333.90064,New Holstein Public Utility,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
716,442,108,108,64,Vilas County,Wisconsin,55,125,55125,21742,21.4,21430,21.1,18658,35,2370,61,1,268,45,260,10861,10569,956,1014,1062,1184,738,1639,2205,3461,3615,3124,1800,632,50.7,49.7,51.5,9658,2.2,1398,1377,1273,3865,254,508,6332,2.66,25116,15458,7722,1936,47,146,2805,216895,1017.72,67,84,3326,103854,2.91888941,Vilas,2,3,2,176,5.76198823,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,C-03,83,BAYFIELD ELECTRIC COOOERATIVE,Cooperative,383,1711.933451,691.5685335,PO Box 68,7400 Iron River Dam Road,Iron River,WI,54847-0068,715-372-4287,https://www.bayfieldelectric.com,7/24/09 0:00, ,1112973.896,Bayfield Electric Coooerative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
717,342,48,48,27,Jackson County,Wisconsin,55,53,55053,20257,20.2,20449,20.4,18258,400,1271,53,20,519,144,303,10874,9575,1252,1294,1277,1246,1067,2482,2638,3183,2707,1832,1044,427,41.4,40.4,42.6,7843,2.44,1096,1017,1487,2581,275,514,5236,2.93,9727,1884,5917,1926,864,278,139347,196263,1000.48,855,290,135568,180293,2.77350478,Jackson,7,4,3,160,29.02244667,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,13,C-18,83,RIVERLAND ENERGY COOPERATIVE,Cooperative,5938,1675.824886,293.5028983,PO Box 277,N28988 STH 93,Arcadia,WI,54612-0277,608-323-3381,https://www.riverlandenergy.com,11/11/09 0:00,X,472348.0731,Riverland Energy Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
718,299,20,20,10,Clark County,Wisconsin,55,19,55019,35346,29,34690,28.5,33338,80,174,127,8,1292,773,190,17577,17113,2913,2799,2772,2468,1816,3773,3891,4905,3940,2556,1887,970,37.1,35.9,38.3,12679,2.69,1545,1661,3107,4269,373,575,8884,3.26,15076,2397,10122,2557,2317,198,310919,173441,1218.67,2095,215,323806,192889,2.4345185,Clark,5,4,3,160,9.68315842,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,14,C-10,83,JACKSON ELECTRIC COOPERATIVE,Cooperative,2718,639.5737572,378.0519811,PO Box 546,N6868 CTH F,Black River Falls,WI,54615-0546,715-284-5385,https://www.jackelec.com,7/24/09 0:00, ,608416.9044,Jackson Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
719,293,19,19,10,Clark County,Wisconsin,55,19,55019,35346,29,34690,28.5,33338,80,174,127,8,1292,773,190,17577,17113,2913,2799,2772,2468,1816,3773,3891,4905,3940,2556,1887,970,37.1,35.9,38.3,12679,2.69,1545,1661,3107,4269,373,575,8884,3.26,15076,2397,10122,2557,2317,198,310919,173441,1218.67,2095,215,323806,192889,2.4345185,Clark,5,3,2,176,7.89514992,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,4,C-22,83,TAYLOR ELECTRIC COOPERATIVE,Cooperative,5838,620.8653908,153.9796177, ,N1831 STH 13,Medford,WI,54451-9208,715-678-2411,https://www.taylorelectric.org,12/7/12 0:00,X,247806.6695,Taylor Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
720,393,84,84,51,Price County,Wisconsin,55,99,55099,13635,10.7,14159,11.1,13750,39,54,62,64,153,42,148,7180,6979,616,728,811,839,453,1191,1614,2575,2364,1549,989,430,48.3,47.8,48.8,6329,2.2,1027,936,1008,2327,158,260,4029,2.73,11120,4791,5104,1225,472,196,39444,66892,1278.04,410,218,34273,62930,2.47472963,Price,2,3,2,176,0.00614659,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,23,C-11,83,JUMP RIVER ELECTRIC COOPERATIVE,Cooperative,2777,1140.657743,424.4593765,PO Box 99,1102 W 9th Street N,Ladysmith,WI,54848-0099,715-532-5524,https://www.jrec.net/,8/13/09 0:00, ,683102.517,Jump River Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
721,150,155,25,14,Dodge County,Wisconsin,55,27,55027,90297,99.5,88759,97.9,83294,2381,385,472,41,3522,1309,877,46679,42080,5020,5390,5596,5537,4867,11432,12151,14830,10685,6571,4456,2224,40.7,39.2,42.4,33840,2.44,4303,4655,7146,11375,1051,1878,23082,2.94,37005,3165,24617,9223,2012,200,332609,185612,907.1,1749,232,340487,197636,2.09002433,Dodge,10,2,1,416,1.59679366,35,M-33,9,JUNEAU UTILITY COMMISSION,Municipal,2790,1.59594941,9.612773528,PO Box 62,100 Lincoln Drive,Juneau,WI,53039-0062,920-386-4808,https://www.juneauutility.com/,3/21/13 0:00, ,15470.29034,Juneau Utility Commission,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
722,542,29,29,17,Dunn County,Wisconsin,55,33,55033,45705,52.9,43857,50.8,41545,220,168,1143,15,626,228,538,22133,21724,2422,2497,2566,4186,5997,4983,4947,5897,5039,2754,1721,848,33.5,32.5,34.5,16373,2.47,2019,2185,3310,5128,451,811,10289,2.95,17964,1591,11084,5289,1404,265,252539,187452,863.89,1288,270,240765,165326,2.06137353,Dunn,7,2,1,416,0.00011893,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,6,C-21,83,ST CROIX ELECTRIC COOPERATIVE,Cooperative,5195,697.9765553,158.8337599, ,1925 Ridgeway Street,Hammond,WI,54015-5038,800-924-3407,https://www.scecnet.net,12/5/12 0:00,X,255618.6698,St Croix Electric Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
723,543,29,29,17,Dunn County,Wisconsin,55,33,55033,45705,52.9,43857,50.8,41545,220,168,1143,15,626,228,538,22133,21724,2422,2497,2566,4186,5997,4983,4947,5897,5039,2754,1721,848,33.5,32.5,34.5,16373,2.47,2019,2185,3310,5128,451,811,10289,2.95,17964,1591,11084,5289,1404,265,252539,187452,863.89,1288,270,240765,165326,2.06137353,Dunn,7,2,1,416,0.00011893,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,7,C-07,83,DUNN ENERGY COOPERATIVE,Cooperative,1688,856.1823572,311.1502716,PO Box 220,N5725 600th Street,Menomonie,WI,54751-0220,715-232-6240,https://www.dunnenergy.com,2/17/15 0:00,X,500748.8242,Dunn Energy Cooperative,-1,,,,0,0,,12/30/1899 12:00:00 AM,,,,,,,,0,,
724,1,1,1,1,Adams County,Wisconsin,55,1,55001,21223,30.9,20875,30.3,19409,633,205,82,4,783,266,276,11221,9654,849,889,1019,1059,840,2053,2374,3381,3512,2995,1481,423,49.1,47.4,51,8666,2.24,1301,1097,1117,3535,237,416,5755,2.68,17436,8770,7203,1463,313,378,87541,337599,687.48,308,381,84544,425646,2.1256773,Adams,8,2,1,416,18.62530102,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,5,Westfield,PPL,PIONEER POWER & LIGHT COMPANY,4660,65.74511179,76.59418158,9/23/09 0:00, , ,104 North Main Street,WI,53964,608-296-2149,https://www.pioneer-westfield.com,123266.6331,Investor-Owned,Pioneer Power & Light Company
725,1,1,1,1,Adams County,Wisconsin,55,1,55001,21223,30.9,20875,30.3,19409,633,205,82,4,783,266,276,11221,9654,849,889,1019,1059,840,2053,2374,3381,3512,2995,1481,423,49.1,47.4,51,8666,2.24,1301,1097,1117,3535,237,416,5755,2.68,17436,8770,7203,1463,313,378,87541,337599,687.48,308,381,84544,425646,2.1256773,Adams,8,2,1,416,43.32190567,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
726,356,55,55,32,La Crosse County,Wisconsin,55,63,55063,120515,251,114638,238.9,105540,1610,493,4742,28,1741,371,1854,55961,58677,6748,6562,6816,9547,12626,14774,13039,15821,13504,7490,5176,2535,35.2,34.2,36.3,46137,2.37,6067,7585,8902,12610,1102,2773,27373,2.94,48402,2265,29562,16575,748,212,86855,115671,480.05,667,216,85863,111865,1.73449471,La Crosse,7,4,3,160,10.90252967,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,14,C-10,83,JACKSON ELECTRIC COOPERATIVE,Cooperative,2718,639.5737572,378.0519811,PO Box 546,N6868 CTH F,Black River Falls,WI,54615-0546,715-284-5385,https://www.jackelec.com,7/24/09 0:00, ,608416.9044,Jackson Electric Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
727,24,24,24,13,Dane County,Wisconsin,55,25,55025,557909,450.8,488073,394.1,413631,25347,1730,23035,166,28925,12064,12100,241411,246662,30240,29874,28873,32869,47252,78853,64784,68809,56375,26559,15811,7774,34.5,33.5,35.5,203750,2.33,27923,34266,40360,51561,4509,12258,116752,2.95,216022,12272,121509,82241,2749,183,396321,171553,1237.5,2566,197,410309,198392,2.52842027,Dane,10,2,1,416,198.5587684,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,8,Madison,MGE,MADISON GAS & ELECTRIC COMPANY,3270,239.0923336,192.548998,1/9/19 0:00,X, ,133 South Blair Street,WI,53788,800-245-1125,https://www.mge.com,309878.1944,Investor-Owned,Madison Gas & Electric Company
728,24,24,24,13,Dane County,Wisconsin,55,25,55025,557909,450.8,488073,394.1,413631,25347,1730,23035,166,28925,12064,12100,241411,246662,30240,29874,28873,32869,47252,78853,64784,68809,56375,26559,15811,7774,34.5,33.5,35.5,203750,2.33,27923,34266,40360,51561,4509,12258,116752,2.95,216022,12272,121509,82241,2749,183,396321,171553,1237.5,2566,197,410309,198392,2.52842027,Dane,10,2,1,416,50.85090001,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,10,Superior,WEP,WISCONSIN ELECTRIC POWER COMPANY,6630,6535.682729,1246.223422,12/19/19 0:00,X, ,2915 Hill Avenue,WI,54880,414-221-2345,https://www.we-energies.com,2005606.199,Investor-Owned,Wisconsin Electric Power Company
729,24,24,24,13,Dane County,Wisconsin,55,25,55025,557909,450.8,488073,394.1,413631,25347,1730,23035,166,28925,12064,12100,241411,246662,30240,29874,28873,32869,47252,78853,64784,68809,56375,26559,15811,7774,34.5,33.5,35.5,203750,2.33,27923,34266,40360,51561,4509,12258,116752,2.95,216022,12272,121509,82241,2749,183,396321,171553,1237.5,2566,197,410309,198392,2.52842027,Dane,10,2,1,416,719.7717698,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
730,379,78,78,47,Pepin County,Wisconsin,55,91,55091,7499,30.2,7469,30,7337,21,19,13,1,72,35,43,3780,3689,468,438,481,488,317,746,893,1199,1102,673,457,207,44,43.2,44.8,3051,2.4,406,411,623,1137,77,149,2085,2.91,3579,528,2428,623,459,226,63018,156288,248.7,448,239,69294,161411,1.76877636,Pepin,7,4,3,160,22.56044365,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,13,C-18,83,RIVERLAND ENERGY COOPERATIVE,Cooperative,5938,1675.824886,293.5028983,PO Box 277,N28988 STH 93,Arcadia,WI,54612-0277,608-323-3381,https://www.riverlandenergy.com,11/11/09 0:00,X,472348.0731,Riverland Energy Cooperative,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
731,47,48,48,27,Jackson County,Wisconsin,55,53,55053,20257,20.2,20449,20.4,18258,400,1271,53,20,519,144,303,10874,9575,1252,1294,1277,1246,1067,2482,2638,3183,2707,1832,1044,427,41.4,40.4,42.6,7843,2.44,1096,1017,1487,2581,275,514,5236,2.93,9727,1884,5917,1926,864,278,139347,196263,1000.48,855,290,135568,180293,2.77350478,Jackson,7,4,3,160,50.96615875,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,9,Eau Claire,NSPW,NORTHERN STATES POWER COMPANY-WISCONSIN,4220,7182.970871,3865.523269,12/19/19 0:00,X, ,1414 West Hamilton Avenue,WI,54701,715-839-2625,https://www.xcelenergy.com,6220969.121,Investor-Owned,Northern States Power Company-Wisconsin
732,47,48,48,27,Jackson County,Wisconsin,55,53,55053,20257,20.2,20449,20.4,18258,400,1271,53,20,519,144,303,10874,9575,1252,1294,1277,1246,1067,2482,2638,3183,2707,1832,1044,427,41.4,40.4,42.6,7843,2.44,1096,1017,1487,2581,275,514,5236,2.93,9727,1884,5917,1926,864,278,139347,196263,1000.48,855,290,135568,180293,2.77350478,Jackson,7,4,3,160,1.99664765,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
733,70,71,71,43,Oconto County,Wisconsin,55,83,55083,38426,37.8,37660,37,36418,73,467,111,5,519,198,388,19194,18466,2098,2278,2408,2483,1595,3789,4980,6685,5322,3445,1890,687,43.6,43.2,43.9,15415,2.42,2024,1759,3252,5676,457,690,10755,2.87,23537,8122,12788,2627,929,204,141002,178589,1016.31,834,228,142869,174931,3.38848392,Oconto,3,2,1,416,408.2454414,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,1,Green Bay,WPSC,WISCONSIN PUBLIC SERVICE CORPORATION,6690,9748.436843,1609.078781,1/9/19 0:00,X,P.O. Box 19003, ,WI,54307-9003,800-450-7260,https://www.wisconsinpublicservice.com,2589566.461,Investor-Owned,Wisconsin Public Service Corporation
734,70,71,71,43,Oconto County,Wisconsin,55,83,55083,38426,37.8,37660,37,36418,73,467,111,5,519,198,388,19194,18466,2098,2278,2408,2483,1595,3789,4980,6685,5322,3445,1890,687,43.6,43.2,43.9,15415,2.42,2024,1759,3252,5676,457,690,10755,2.87,23537,8122,12788,2627,929,204,141002,178589,1016.31,834,228,142869,174931,3.38848392,Oconto,3,2,1,416,7.88990153,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,10,Superior,WEP,WISCONSIN ELECTRIC POWER COMPANY,6630,6535.682729,1246.223422,12/19/19 0:00,X, ,2915 Hill Avenue,WI,54880,414-221-2345,https://www.we-energies.com,2005606.199,Investor-Owned,Wisconsin Electric Power Company
735,70,71,71,43,Oconto County,Wisconsin,55,83,55083,38426,37.8,37660,37,36418,73,467,111,5,519,198,388,19194,18466,2098,2278,2408,2483,1595,3789,4980,6685,5322,3445,1890,687,43.6,43.2,43.9,15415,2.42,2024,1759,3252,5676,457,690,10755,2.87,23537,8122,12788,2627,929,204,141002,178589,1016.31,834,228,142869,174931,3.38848392,Oconto,3,2,1,416,0.00541837,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
736,141,146,22,12,Crawford County,Wisconsin,55,23,55023,16565,27.6,16644,27.8,16080,296,39,63,3,150,36,127,8575,8069,948,1014,1046,1028,779,1743,1838,2651,2535,1679,962,421,44.6,42.9,46.2,6812,2.33,943,1055,1210,2315,213,405,4479,2.85,8802,1990,5151,1661,1105,196,98432,67782,599.21,1034,204,98951,70965,1.96196751,Crawford,9,2,1,416,0.11966971,48,M-11,9,BOSCOBEL MUNICIPAL UTILITIES,Municipal,650,3.74578661,14.59307968, ,1006 Wisconsin Avenue,Boscobel,WI,53805,608-375-5030,https://www.boscobelutilities.com/,11/19/12 0:00, ,23485.3322,Boscobel Municipal Utilities,-1,,0,,,0,0,,,,,,,,,12/30/1899 12:00:00 AM,,0,,11,Madison,WPL,WISCONSIN POWER & LIGHT COMPANY,6680,9364.004994,4254.18622,12/21/20 0:00,X, ,4902 North Biltmore Lane,WI,53718,608-458-3311,https://www.alliantenergy.com,6846462.76,Investor-Owned,Wisconsin Power & Light Company
